,date,year,load,load_predict
21609,2009-03-01,2024,6299.7,5599.909948552322
21610,2009-03-02,2024,7344.8,6333.310882774993
21611,2009-03-03,2024,7433.2,6263.130206165207
21612,2009-03-04,2024,7221.5,6062.952832883263
21613,2009-03-05,2024,6989.7,6087.334311993315
21614,2009-03-06,2024,6757.4,5966.472814135745
21615,2009-03-07,2024,5928.0,5407.693897245297
21616,2009-03-08,2024,5860.4,5423.18781421625
21617,2009-03-09,2024,6798.2,5936.541176676873
21618,2009-03-10,2024,6744.5,6089.560146013377
21619,2009-03-11,2024,6744.1,5968.577693902835
21620,2009-03-12,2024,6732.4,6054.310572137348
21621,2009-03-13,2024,6821.3,6029.000954400648
21622,2009-03-14,2024,5943.5,5412.509118494786
21623,2009-03-15,2024,5898.0,5286.201074581303
21624,2009-03-16,2024,6623.9,6003.800009809292
21625,2009-03-17,2024,6572.2,5857.538477528019
21626,2009-03-18,2024,6530.0,5708.057169821219
21627,2009-03-19,2024,6694.5,5827.74195643407
21628,2009-03-20,2024,6747.7,5810.388065165414
21629,2009-03-21,2024,5815.8,5213.078831451689
21630,2009-03-22,2024,5840.9,5363.174344919009
21631,2009-03-23,2024,6735.9,5821.24350804379
21632,2009-03-24,2024,6765.9,5847.794077471771
21633,2009-03-25,2024,6602.0,5781.9504134051
21634,2009-03-26,2024,6811.8,5786.294503014162
21635,2009-03-27,2024,6558.6,5616.908378251498
21636,2009-03-28,2024,5774.5,5252.464768002413
21637,2009-03-29,2024,5852.5,5068.3304597018705
21638,2009-03-30,2024,6558.6,5739.30704584741
21639,2009-03-31,2024,6523.1,5647.619122255374
21640,2009-04-01,2024,6715.9,5787.761027935705
21641,2009-04-02,2024,6503.5,5643.401895077246
21642,2009-04-03,2024,6751.1,5707.969591861304
21643,2009-04-04,2024,5796.2,5190.6791159651975
21644,2009-04-05,2024,5614.8,5044.498459223378
21645,2009-04-06,2024,6707.4,5616.47523636027
21646,2009-04-07,2024,6581.4,5550.74555964343
21647,2009-04-08,2024,6600.4,5686.83880310869
21648,2009-04-09,2024,6376.1,5651.20707791683
21649,2009-04-10,2024,6193.6,5454.548940709646
21650,2009-04-11,2024,5727.5,5099.869507475174
21651,2009-04-12,2024,5567.9,5104.50682898683
21652,2009-04-13,2024,6469.8,5486.118636574207
21653,2009-04-14,2024,6585.4,5737.384839128313
21654,2009-04-15,2024,6523.9,5592.800788375789
21655,2009-04-16,2024,6384.5,5446.677515737185
21656,2009-04-17,2024,6397.8,5480.749613784159
21657,2009-04-18,2024,5655.6,5078.417035767896
21658,2009-04-19,2024,5602.3,5096.316952878927
21659,2009-04-20,2024,6721.8,5752.677673939257
21660,2009-04-21,2024,6527.2,5719.862237655118
21661,2009-04-22,2024,6495.2,5702.9585606221835
21662,2009-04-23,2024,6402.6,5612.061058557558
21663,2009-04-24,2024,6455.3,5718.3508786111215
21664,2009-04-25,2024,5936.1,5319.915468990851
21665,2009-04-26,2024,6309.8,5188.372072881037
21666,2009-04-27,2024,7612.7,6321.634772613552
21667,2009-04-28,2024,8400.5,6059.770407842567
21668,2009-04-29,2024,6778.3,6022.89948258758
21669,2009-04-30,2024,6538.7,5641.228931200066
21670,2009-05-01,2024,7025.2,5502.191665214997
21671,2009-05-02,2024,5658.0,4886.318320034166
21672,2009-05-03,2024,5670.8,5496.432203696368
21673,2009-05-04,2024,6630.2,5831.649575658057
21674,2009-05-05,2024,6624.9,6067.27114636823
21675,2009-05-06,2024,6549.2,5664.685935605471
21676,2009-05-07,2024,7034.6,5709.3297003265
21677,2009-05-08,2024,6958.6,5857.695185492669
21678,2009-05-09,2024,6059.7,5296.372764533777
21679,2009-05-10,2024,5540.8,5134.661643544034
21680,2009-05-11,2024,6575.4,5787.722541495537
21681,2009-05-12,2024,6645.5,6181.046032963411
21682,2009-05-13,2024,6657.8,6253.629601183201
21683,2009-05-14,2024,6750.7,6146.882288842016
21684,2009-05-15,2024,7141.8,6012.707539710482
21685,2009-05-16,2024,5821.0,5187.432663972862
21686,2009-05-17,2024,5565.4,5595.789552603804
21687,2009-05-18,2024,6360.1,5795.964498327785
21688,2009-05-19,2024,6615.5,6124.602894040703
21689,2009-05-20,2024,7096.9,6937.636144842026
21690,2009-05-21,2024,7412.2,6765.187456708166
21691,2009-05-22,2024,7750.9,6381.381989961628
21692,2009-05-23,2024,6114.2,6319.192286745991
21693,2009-05-24,2024,6310.0,6314.608494543999
21694,2009-05-25,2024,6305.0,6400.805651233378
21695,2009-05-26,2024,6804.9,6726.778071159612
21696,2009-05-27,2024,6837.7,6639.826327519833
21697,2009-05-28,2024,6830.2,6621.20441223471
21698,2009-05-29,2024,7080.2,7398.349677192536
21699,2009-05-30,2024,6112.6,5829.615100387604
21700,2009-05-31,2024,6022.3,6581.239285642016
21701,2009-06-01,2024,6843.8,6645.635473870792
21702,2009-06-02,2024,7775.0,7067.349431750502
21703,2009-06-03,2024,7339.1,6941.160945294896
21704,2009-06-04,2024,6942.0,6355.337401825583
21705,2009-06-05,2024,6759.1,6356.7868155257165
21706,2009-06-06,2024,5986.2,5883.640617501151
21707,2009-06-07,2024,6303.4,5832.420113405395
21708,2009-06-08,2024,7685.5,6445.431178605282
21709,2009-06-09,2024,7538.8,6400.286500819503
21710,2009-06-10,2024,7178.5,6341.387835299772
21711,2009-06-11,2024,7055.4,7032.728840692706
21712,2009-06-12,2024,7928.3,7101.534326735097
21713,2009-06-13,2024,6461.6,5795.59727743069
21714,2009-06-14,2024,5972.7,5302.592415972115
21715,2009-06-15,2024,7297.3,7215.805064007894
21716,2009-06-16,2024,7000.6,6636.434215760529
21717,2009-06-17,2024,6938.2,6749.6477388722815
21718,2009-06-18,2024,7142.0,8406.164955908393
21719,2009-06-19,2024,7580.0,6937.887981809455
21720,2009-06-20,2024,6296.4,7003.827137328471
21721,2009-06-21,2024,6173.0,6630.061907011232
21722,2009-06-22,2024,7645.1,8469.707023393621
21723,2009-06-23,2024,7968.3,8139.008004637428
21724,2009-06-24,2024,7999.6,7723.16146502837
21725,2009-06-25,2024,8273.0,7547.2047195444175
21726,2009-06-26,2024,8660.0,7760.340548888886
21727,2009-06-27,2024,6978.5,7039.6809343508
21728,2009-06-28,2024,6714.8,7026.041281444998
21729,2009-06-29,2024,8483.6,8229.032884324226
21730,2009-06-30,2024,8832.6,8481.355188592826
21731,2009-07-01,2024,8588.2,8581.210954848777
21732,2009-07-02,2024,8352.8,7374.329007878638
21733,2009-07-03,2024,7131.7,6775.103464904568
21734,2009-07-04,2024,6216.9,6679.13943897308
21735,2009-07-05,2024,6396.1,6992.358288231931
21736,2009-07-06,2024,8313.8,7811.6670722386825
21737,2009-07-07,2024,8398.5,8536.461499545536
21738,2009-07-08,2024,7914.9,7978.5218189493135
21739,2009-07-09,2024,7524.6,7753.731146347677
21740,2009-07-10,2024,7546.2,8481.912218710782
21741,2009-07-11,2024,6523.1,6931.07012233115
21742,2009-07-12,2024,6466.7,6871.064269144633
21743,2009-07-13,2024,7942.4,7950.580426915664
21744,2009-07-14,2024,7966.9,8951.712216259404
21745,2009-07-15,2024,8237.5,8896.306319695865
21746,2009-07-16,2024,9168.3,8862.320174702134
21747,2009-07-17,2024,9237.0,8731.805901418067
21748,2009-07-18,2024,7437.8,7768.55575121753
21749,2009-07-19,2024,6863.2,7088.811910073709
21750,2009-07-20,2024,8703.8,8016.56449329385
21751,2009-07-21,2024,7867.9,8113.1478087240675
21752,2009-07-22,2024,8789.4,7806.9325730454675
21753,2009-07-23,2024,8529.0,7939.113891800536
21754,2009-07-24,2024,8133.1,7845.986586845259
21755,2009-07-25,2024,7353.2,7074.52063570944
21756,2009-07-26,2024,7701.8,6488.031447400841
21757,2009-07-27,2024,9329.2,8157.9301242492
21758,2009-07-28,2024,9569.9,8045.5467950682805
21759,2009-07-29,2024,9517.5,8421.8183960597
21760,2009-07-30,2024,9565.5,8673.790691079152
21761,2009-07-31,2024,9968.0,7625.724079404422
21762,2009-08-01,2024,7461.1,7202.261194729684
21763,2009-08-02,2024,7285.2,7120.8403193206905
21764,2009-08-03,2024,9307.3,8655.72853469165
21765,2009-08-04,2024,9450.3,8326.03700533956
21766,2009-08-05,2024,9966.4,8416.556577954583
21767,2009-08-06,2024,8352.0,8001.126780193865
21768,2009-08-07,2024,8127.8,7591.4274314885715
21769,2009-08-08,2024,6674.9,7340.7860604159505
21770,2009-08-09,2024,7547.8,7613.125920005294
21771,2009-08-10,2024,10337.0,8619.60270456403
21772,2009-08-11,2024,10134.2,8506.36912934772
21773,2009-08-12,2024,9448.0,8407.691469294297
21774,2009-08-13,2024,8292.0,7775.564338345601
21775,2009-08-14,2024,9134.2,8195.803676286032
21776,2009-08-15,2024,8101.0,7556.23802573131
21777,2009-08-16,2024,8374.2,7420.0324926007725
21778,2009-08-17,2024,10396.9,8582.98856255418
21779,2009-08-18,2024,10362.2,8733.000294520523
21780,2009-08-19,2024,10451.9,8491.358099558656
21781,2009-08-20,2024,10538.5,7254.558626736287
21782,2009-08-21,2024,10692.2,8845.05884274167
21783,2009-08-22,2024,8548.8,7801.293427794295
21784,2009-08-23,2024,8142.4,6776.202243246698
21785,2009-08-24,2024,9388.1,8050.490909397922
21786,2009-08-25,2024,9365.9,8494.115920285398
21787,2009-08-26,2024,9562.5,8430.43285162018
21788,2009-08-27,2024,8376.8,8221.647182854133
21789,2009-08-28,2024,7793.1,6695.763310714419
21790,2009-08-29,2024,6866.5,6470.779044683316
21791,2009-08-30,2024,6913.9,7192.711972144668
21792,2009-08-31,2024,7540.9,7824.816707385847
21793,2009-09-01,2024,7376.5,7483.699045350504
21794,2009-09-02,2024,7621.4,7010.577046184749
21795,2009-09-03,2024,7715.8,7347.9248950491865
21796,2009-09-04,2024,8095.3,6759.243805713338
21797,2009-09-05,2024,7161.5,6430.723530073747
21798,2009-09-06,2024,6277.5,5869.640094138809
21799,2009-09-07,2024,6354.8,5857.651891032737
21800,2009-09-08,2024,7881.5,7018.526057241451
21801,2009-09-09,2024,7827.6,6959.641406725718
21802,2009-09-10,2024,7169.4,7655.560277740816
21803,2009-09-11,2024,7003.5,7658.982738665792
21804,2009-09-12,2024,6166.2,6785.177000489562
21805,2009-09-13,2024,6549.8,6572.0002186006
21806,2009-09-14,2024,7916.8,7133.796985612971
21807,2009-09-15,2024,8110.9,6941.932897563383
21808,2009-09-16,2024,7373.0,6612.44281424608
21809,2009-09-17,2024,6778.9,6432.190661411247
21810,2009-09-18,2024,7247.7,6886.013705411846
21811,2009-09-19,2024,5886.7,5972.953322402471
21812,2009-09-20,2024,6016.5,5755.755419703356
21813,2009-09-21,2024,7525.8,6176.985232476619
21814,2009-09-22,2024,7642.5,6386.29201075596
21815,2009-09-23,2024,8542.7,6675.383399470112
21816,2009-09-24,2024,8621.4,6768.804766283634
21817,2009-09-25,2024,7212.3,6231.055103269003
21818,2009-09-26,2024,5819.2,5649.793532646869
21819,2009-09-27,2024,6241.7,5584.386860897486
21820,2009-09-28,2024,7188.0,6243.287215145765
21821,2009-09-29,2024,6842.7,6057.422084570862
21822,2009-09-30,2024,6550.2,5596.470508280252
21823,2009-10-01,2024,6451.3,5565.339188998172
21824,2009-10-02,2024,6485.6,5621.9032887109115
21825,2009-10-03,2024,6135.0,5380.561180492228
21826,2009-10-04,2024,6048.4,5593.798780277882
21827,2009-10-05,2024,6718.1,7231.856173180959
21828,2009-10-06,2024,6682.2,6246.109901293458
21829,2009-10-07,2024,6952.3,6311.892251207901
21830,2009-10-08,2024,6589.6,6091.097128650953
21831,2009-10-09,2024,6900.4,5861.461259199321
21832,2009-10-10,2024,5798.7,5126.290118659908
21833,2009-10-11,2024,5628.0,5189.238454058672
21834,2009-10-12,2024,6333.4,5561.539614643711
21835,2009-10-13,2024,6595.6,5906.301999523279
21836,2009-10-14,2024,6535.1,5721.758747080208
21837,2009-10-15,2024,6825.0,5816.18300171275
21838,2009-10-16,2024,6725.3,5713.5190681405975
21839,2009-10-17,2024,5962.7,5246.759277070611
21840,2009-10-18,2024,6000.6,5390.778862985617
21841,2009-10-19,2024,6651.9,5747.588655641848
21842,2009-10-20,2024,6680.6,5690.472914172661
21843,2009-10-21,2024,6717.8,5620.290844110699
21844,2009-10-22,2024,6904.8,5707.601702515689
21845,2009-10-23,2024,6689.1,5734.908975230962
21846,2009-10-24,2024,6134.0,5394.027678792535
21847,2009-10-25,2024,5777.8,5344.502246913492
21848,2009-10-26,2024,6613.9,5747.924841198704
21849,2009-10-27,2024,6858.4,5834.753944027439
21850,2009-10-28,2024,6778.3,5812.316936935591
21851,2009-10-29,2024,6639.0,5971.968311048632
21852,2009-10-30,2024,6550.1,5835.004880429516
21853,2009-10-31,2024,6037.3,5418.533927090883
21854,2009-11-01,2024,5903.2,5324.54580782461
21855,2009-11-02,2024,6899.9,5843.095240369911
21856,2009-11-03,2024,6863.3,5796.69472821958
21857,2009-11-04,2024,6924.7,5690.794286917929
21858,2009-11-05,2024,6961.4,5721.56609722741
21859,2009-11-06,2024,6882.8,5880.62086206089
21860,2009-11-07,2024,5969.3,5188.993770244724
21861,2009-11-08,2024,5935.3,5193.893414687966
21862,2009-11-09,2024,7043.8,6064.942650754254
21863,2009-11-10,2024,7026.6,6063.501492061775
21864,2009-11-11,2024,6876.6,5609.155198580837
21865,2009-11-12,2024,7064.1,6052.329806183394
21866,2009-11-13,2024,7015.4,6103.660352238047
21867,2009-11-14,2024,6140.2,5392.675682897852
21868,2009-11-15,2024,6037.5,5347.7647304080465
21869,2009-11-16,2024,6945.0,5939.32842083369
21870,2009-11-17,2024,6968.0,6227.661591026591
21871,2009-11-18,2024,7012.8,6063.897711240329
21872,2009-11-19,2024,7076.8,6167.580671828294
21873,2009-11-20,2024,6840.3,6118.0949392713
21874,2009-11-21,2024,5976.3,5441.73253748864
21875,2009-11-22,2024,5979.2,5456.306361012333
21876,2009-11-23,2024,7091.8,6272.658876249594
21877,2009-11-24,2024,6986.4,6268.230529443092
21878,2009-11-25,2024,6843.1,6178.133602511365
21879,2009-11-26,2024,5511.1,5816.779106399672
21880,2009-11-27,2024,6368.8,5957.7726733822765
21881,2009-11-28,2024,5935.5,5426.4525701067405
21882,2009-11-29,2024,5942.9,5396.722184566292
21883,2009-11-30,2024,7135.1,6149.958407483833
21884,2009-12-01,2024,7107.4,6075.996246389872
21885,2009-12-02,2024,7125.6,6142.420277075121
21886,2009-12-03,2024,7058.8,6190.960753130471
21887,2009-12-04,2024,6978.5,6055.323954718887
21888,2009-12-05,2024,6450.8,5669.513540839893
21889,2009-12-06,2024,6353.8,5458.365271993078
21890,2009-12-07,2024,7314.9,6294.563760704848
21891,2009-12-08,2024,7269.7,6370.012839033259
21892,2009-12-09,2024,7288.2,6430.9832268845375
21893,2009-12-10,2024,7335.3,6522.888176916526
21894,2009-12-11,2024,7512.2,6399.598749754509
21895,2009-12-12,2024,6554.8,5772.173350849625
21896,2009-12-13,2024,6523.7,5813.418040404388
21897,2009-12-14,2024,7328.6,6418.158402572385
21898,2009-12-15,2024,7260.5,6329.9113069363175
21899,2009-12-16,2024,7466.2,6418.5839619353255
21900,2009-12-17,2024,7585.2,6471.282427934173
21901,2009-12-18,2024,7494.5,6379.5672965421
21902,2009-12-19,2024,6926.8,5901.730707137454
21903,2009-12-20,2024,6777.9,5854.673673103524
21904,2009-12-21,2024,7571.0,6203.021712635864
21905,2009-12-22,2024,7456.7,6418.336889364376
21906,2009-12-23,2024,7441.9,6511.010079135866
21907,2009-12-24,2024,6871.4,6236.833153738093
21908,2009-12-25,2024,5998.4,5566.566756208417
21909,2009-12-26,2024,6321.3,5778.092213621423
21910,2009-12-27,2024,6041.8,5683.56622520056
21911,2009-12-28,2024,7160.1,6466.26468625667
21912,2009-12-29,2024,7593.2,6653.367609434733
21913,2009-12-30,2024,7364.8,6573.466343430112
21914,2009-12-31,2024,7085.2,6653.5121405063055
21915,2010-01-01,2024,6167.6,5820.942520915718
21916,2010-01-02,2024,6676.0,6194.720525626401
21917,2010-01-03,2024,6903.4,6316.67066750173
21918,2010-01-04,2024,7651.2,6530.994207718049
21919,2010-01-05,2024,7580.2,6576.922909729577
21920,2010-01-06,2024,7498.8,6606.656655258743
21921,2010-01-07,2024,7395.9,6602.2384713865395
21922,2010-01-08,2024,7377.8,6544.0350444518845
21923,2010-01-09,2024,6688.6,5890.682537034361
21924,2010-01-10,2024,6714.3,5855.018053484255
21925,2010-01-11,2024,7548.1,6341.078269715172
21926,2010-01-12,2024,7506.4,6464.542533024967
21927,2010-01-13,2024,7439.1,6489.144577359798
21928,2010-01-14,2024,7321.3,6503.311124905534
21929,2010-01-15,2024,7072.0,6539.147677854652
21930,2010-01-16,2024,6154.2,5773.041841361348
21931,2010-01-17,2024,6296.6,5941.295478277012
21932,2010-01-18,2024,6716.0,5945.818371532841
21933,2010-01-19,2024,7129.8,6392.720286039568
21934,2010-01-20,2024,7173.4,6394.105543167268
21935,2010-01-21,2024,7188.2,6446.79080967391
21936,2010-01-22,2024,7056.2,6341.04494225577
21937,2010-01-23,2024,6254.8,5814.318460783885
21938,2010-01-24,2024,6231.5,5687.9648982814615
21939,2010-01-25,2024,7060.2,6266.778099919796
21940,2010-01-26,2024,7092.0,6342.146324089884
21941,2010-01-27,2024,7225.9,6422.275283778196
21942,2010-01-28,2024,7253.1,6291.387443458603
21943,2010-01-29,2024,7466.6,6599.121197221197
21944,2010-01-30,2024,6908.2,6059.343736942592
21945,2010-01-31,2024,6631.0,5852.28171056467
21946,2010-02-01,2024,7408.7,6539.322398737717
21947,2010-02-02,2024,7423.5,6618.584457471905
21948,2010-02-03,2024,7288.9,6505.125297245237
21949,2010-02-04,2024,7263.4,6417.414298191243
21950,2010-02-05,2024,7236.3,6399.135940785347
21951,2010-02-06,2024,6713.8,5939.387569543619
21952,2010-02-07,2024,6539.4,5707.798447983757
21953,2010-02-08,2024,7351.2,6415.830156062525
21954,2010-02-09,2024,7196.8,6204.949762056615
21955,2010-02-10,2024,7179.4,6232.717614206697
21956,2010-02-11,2024,7281.0,6227.959730686596
21957,2010-02-12,2024,7119.5,6086.911878371225
21958,2010-02-13,2024,6456.2,5735.393586666007
21959,2010-02-14,2024,6187.0,5681.945419798794
21960,2010-02-15,2024,6603.0,5973.077041879684
21961,2010-02-16,2024,7325.1,6522.144603980586
21962,2010-02-17,2024,7190.2,6255.79372534268
21963,2010-02-18,2024,7080.5,6268.114285990113
21964,2010-02-19,2024,6874.7,6064.497346852434
21965,2010-02-20,2024,6181.4,5727.587527885798
21966,2010-02-21,2024,6174.1,5582.102456625678
21967,2010-02-22,2024,7011.2,6211.666054320748
21968,2010-02-23,2024,7299.5,6054.266056620134
21969,2010-02-24,2024,7108.7,6191.786485972645
21970,2010-02-25,2024,7232.8,6254.703883012206
21971,2010-02-26,2024,6992.5,6067.403263110748
21972,2010-02-27,2024,6345.9,5653.244867806625
21973,2010-02-28,2024,6260.0,5584.278240033676
21974,2010-03-01,2024,6874.8,6123.523645228332
21975,2010-03-02,2024,6930.4,6070.027811035233
21976,2010-03-03,2024,7035.7,6113.2265118942705
21977,2010-03-04,2024,6891.8,6156.038796097793
21978,2010-03-05,2024,6766.5,6074.402453342317
21979,2010-03-06,2024,5993.5,5362.896709167042
21980,2010-03-07,2024,5979.2,5494.260718025117
21981,2010-03-08,2024,6593.0,6070.569882395399
21982,2010-03-09,2024,6592.2,6098.022537344534
21983,2010-03-10,2024,6697.7,5822.278909741225
21984,2010-03-11,2024,6716.8,6111.843158051593
21985,2010-03-12,2024,6872.4,5997.128168631435
21986,2010-03-13,2024,6227.3,5647.301947360465
21987,2010-03-14,2024,6002.2,5409.244201534977
21988,2010-03-15,2024,6763.9,5967.975024868348
21989,2010-03-16,2024,6494.3,5777.606122423142
21990,2010-03-17,2024,6439.6,5942.683130065379
21991,2010-03-18,2024,6476.3,5616.121372182366
21992,2010-03-19,2024,6469.9,5643.240427087009
21993,2010-03-20,2024,5707.7,5215.730717558673
21994,2010-03-21,2024,5641.4,5122.272697083985
21995,2010-03-22,2024,6673.9,5770.499373793371
21996,2010-03-23,2024,6653.3,6028.159614337817
21997,2010-03-24,2024,6487.8,6058.612914793663
21998,2010-03-25,2024,6424.0,5839.8329531971085
21999,2010-03-26,2024,6541.4,5661.54624500078
22000,2010-03-27,2024,5840.6,5278.884129514457
22001,2010-03-28,2024,5825.8,5298.519123193018
22002,2010-03-29,2024,6714.6,5989.509150702102
22003,2010-03-30,2024,6749.5,5819.193539774922
22004,2010-03-31,2024,6512.5,5755.392154109772
22005,2010-04-01,2024,6403.0,5725.636768586023
22006,2010-04-02,2024,6166.2,5458.14896998585
22007,2010-04-03,2024,5582.9,5205.890649446579
22008,2010-04-04,2024,5484.9,5037.267968796819
22009,2010-04-05,2024,6572.2,5669.9521700854375
22010,2010-04-06,2024,6885.8,5846.9524304196275
22011,2010-04-07,2024,7636.1,6304.9658519889235
22012,2010-04-08,2024,7491.6,6148.608383546806
22013,2010-04-09,2024,6691.2,5630.721162215715
22014,2010-04-10,2024,5554.6,5015.833206266112
22015,2010-04-11,2024,5696.9,5042.065103834947
22016,2010-04-12,2024,6565.3,5568.154455913707
22017,2010-04-13,2024,6407.4,5735.333838474504
22018,2010-04-14,2024,6493.8,5701.012911531282
22019,2010-04-15,2024,6643.6,5598.301806619999
22020,2010-04-16,2024,6379.1,5717.776956152183
22021,2010-04-17,2024,5592.2,4983.221429483342
22022,2010-04-18,2024,5599.4,5094.011781047495
22023,2010-04-19,2024,6396.2,5614.109466415928
22024,2010-04-20,2024,6559.4,5723.06953687697
22025,2010-04-21,2024,6603.7,5562.699960462362
22026,2010-04-22,2024,6654.4,5775.801799131164
22027,2010-04-23,2024,6427.7,5857.344046883547
22028,2010-04-24,2024,5481.9,5727.368667571278
22029,2010-04-25,2024,5634.3,5253.9940705571935
22030,2010-04-26,2024,6582.3,5829.574848883597
22031,2010-04-27,2024,6432.4,5593.118781214456
22032,2010-04-28,2024,6403.5,5706.69147627023
22033,2010-04-29,2024,6486.0,5664.316185509112
22034,2010-04-30,2024,6757.2,5665.14307712711
22035,2010-05-01,2024,6207.7,5405.871624956846
22036,2010-05-02,2024,7018.6,6100.761603952911
22037,2010-05-03,2024,8345.4,6319.7856675086805
22038,2010-05-04,2024,7956.5,5838.907483125019
22039,2010-05-05,2024,7606.9,6324.94224022828
22040,2010-05-06,2024,7602.0,6213.827114793862
22041,2010-05-07,2024,6962.7,6205.814469908749
22042,2010-05-08,2024,6044.3,5645.895860440122
22043,2010-05-09,2024,5468.8,5173.450959346352
22044,2010-05-10,2024,6461.2,5962.903859515123
22045,2010-05-11,2024,6419.3,5504.147859829029
22046,2010-05-12,2024,6631.4,5629.5015791340875
22047,2010-05-13,2024,6591.9,5813.512581711575
22048,2010-05-14,2024,7349.7,5831.734148065928
22049,2010-05-15,2024,5879.2,5230.2119689714045
22050,2010-05-16,2024,5819.7,5137.542474284308
22051,2010-05-17,2024,7032.8,6493.07716204185
22052,2010-05-18,2024,6660.9,6172.077561382134
22053,2010-05-19,2024,6626.1,6149.99361767827
22054,2010-05-20,2024,7252.5,6132.291307299534
22055,2010-05-21,2024,7850.0,6076.098422942046
22056,2010-05-22,2024,6060.9,5239.243569825059
22057,2010-05-23,2024,5973.9,5447.928579716501
22058,2010-05-24,2024,7504.5,6222.563682385081
22059,2010-05-25,2024,8087.7,6519.578703321317
22060,2010-05-26,2024,9410.4,7034.611302881811
22061,2010-05-27,2024,7899.5,6382.494971715389
22062,2010-05-28,2024,7135.1,5841.428731861719
22063,2010-05-29,2024,6256.6,5297.341916373345
22064,2010-05-30,2024,6556.4,5941.683252686209
22065,2010-05-31,2024,7185.0,6377.675318199643
22066,2010-06-01,2024,9199.9,6881.142281836276
22067,2010-06-02,2024,9035.9,8003.654879031825
22068,2010-06-03,2024,9621.9,8377.36977066706
22069,2010-06-04,2024,9578.0,8347.788918698594
22070,2010-06-05,2024,8535.9,7626.222436894708
22071,2010-06-06,2024,8529.3,7179.015526240675
22072,2010-06-07,2024,7702.5,7799.7273105979275
22073,2010-06-08,2024,7451.3,7634.636952832821
22074,2010-06-09,2024,7168.7,7311.237594067065
22075,2010-06-10,2024,7578.4,6952.727531864718
22076,2010-06-11,2024,7285.3,6679.463614102205
22077,2010-06-12,2024,6725.5,6716.219945231595
22078,2010-06-13,2024,6795.7,6317.305734416274
22079,2010-06-14,2024,8305.2,7421.209473087917
22080,2010-06-15,2024,8015.6,7361.244762284178
22081,2010-06-16,2024,7747.7,7447.593617203029
22082,2010-06-17,2024,7910.9,7817.906656454795
22083,2010-06-18,2024,8407.5,8091.904244298375
22084,2010-06-19,2024,7230.5,7690.125288583352
22085,2010-06-20,2024,8113.3,7641.29332617079
22086,2010-06-21,2024,9757.2,8452.717847563938
22087,2010-06-22,2024,9388.5,8625.009121510306
22088,2010-06-23,2024,10211.8,8939.402033133776
22089,2010-06-24,2024,10648.1,8821.966994336974
22090,2010-06-25,2024,9583.6,8781.001995886565
22091,2010-06-26,2024,8340.5,7548.676142508697
22092,2010-06-27,2024,8999.4,8773.899251889288
22093,2010-06-28,2024,11114.7,9163.23186265193
22094,2010-06-29,2024,10218.1,7608.7941451399465
22095,2010-06-30,2024,8212.3,8857.830907893664
22096,2010-07-01,2024,7791.9,7984.911963140253
22097,2010-07-02,2024,7611.9,7808.97204978112
22098,2010-07-03,2024,7230.0,7355.584349626063
22099,2010-07-04,2024,7884.0,7566.720534719525
22100,2010-07-05,2024,9317.8,8455.273541208062
22101,2010-07-06,2024,11241.1,9914.514622988376
22102,2010-07-07,2024,11034.3,9191.115840994262
22103,2010-07-08,2024,10320.0,8777.755161134124
22104,2010-07-09,2024,10223.3,9251.445215787297
22105,2010-07-10,2024,8361.1,8068.329090081419
22106,2010-07-11,2024,8347.8,7773.953137372501
22107,2010-07-12,2024,9939.3,8875.013956716999
22108,2010-07-13,2024,9660.5,8454.72510399592
22109,2010-07-14,2024,9467.2,8400.446998502506
22110,2010-07-15,2024,9694.1,8028.993654352286
22111,2010-07-16,2024,10473.3,8895.443961273608
22112,2010-07-17,2024,8960.3,7287.285976191862
22113,2010-07-18,2024,9021.5,7085.028207338744
22114,2010-07-19,2024,10873.5,9240.051661814101
22115,2010-07-20,2024,10210.0,8872.311768614429
22116,2010-07-21,2024,10850.1,9053.603668892203
22117,2010-07-22,2024,9795.3,8060.25707487403
22118,2010-07-23,2024,9972.0,8438.81620640505
22119,2010-07-24,2024,9744.2,7615.393214610686
22120,2010-07-25,2024,9263.9,8446.262969678488
22121,2010-07-26,2024,9424.0,8631.399343207106
22122,2010-07-27,2024,9708.0,8007.920142338931
22123,2010-07-28,2024,10355.7,8695.649537206918
22124,2010-07-29,2024,10233.8,8013.467760066067
22125,2010-07-30,2024,8600.9,7852.663932543079
22126,2010-07-31,2024,7115.8,7228.372993783315
22127,2010-08-01,2024,6931.1,7116.278813515189
22128,2010-08-02,2024,8933.3,8325.597260123057
22129,2010-08-03,2024,9164.2,8389.786256493768
22130,2010-08-04,2024,10335.1,8558.028228906369
22131,2010-08-05,2024,10697.9,8723.34238721968
22132,2010-08-06,2024,9782.5,8697.863330388102
22133,2010-08-07,2024,7527.7,7187.038877362879
22134,2010-08-08,2024,8085.7,7257.693453055416
22135,2010-08-09,2024,10292.3,8478.461935953368
22136,2010-08-10,2024,10193.7,8467.299464655374
22137,2010-08-11,2024,10358.1,8697.662361509098
22138,2010-08-12,2024,8844.7,7831.208106828893
22139,2010-08-13,2024,8243.3,8052.263584232848
22140,2010-08-14,2024,6807.3,6755.101479370926
22141,2010-08-15,2024,6749.8,7033.651522202241
22142,2010-08-16,2024,9470.0,8257.712000955387
22143,2010-08-17,2024,9760.4,8608.79909919362
22144,2010-08-18,2024,8891.3,8150.260508278255
